ID,Q20,valid_10_3min,valid_10_5min,valid_8_3min,valid_8_5min,valid_6_3min,valid_6_5min,Q21,Q595,state,urban,Q594,Q1525,Q23,Q5,Q8,Q9,Q1523,Q1524,Q1081_1_1,Q1081_2_1,Q1081_3_1,Q1069_1,Q1069_9,Q1069_6,Q1069_7,Q1069_8,Q1069_10,Q1069_11,Q1069_12,Q1069_13,Q1026_1,Q1026_9,Q1026_6,Q1026_7,Q1026_8,Q1026_10,Q1026_11,Q1026_12,Q1026_13,Q1076,Q1091,Q1077,Q1092,Q1078,Q1073,Q1080,Q1139,Q1141,Q1143,Q1145,Q1506,Q1507,Q1515,Q1516,Q1518,Q1519,Q1521,Q1522,Q1112,Q1130,Q1114,Q1115,Q1129,Q1147,Q1149,Q1150,Q1151,Q1152,fish_Y,Q1071,meals_Y,fish_BY,Q1083,meals_BY,Q747,B_Y_type,L_Y_type,D_Y_type,B_BY_type,L_BY_type,D_BY_type,Q748,Q749,B_Y_source,Q766,Q751,Q762,Q763,Q764,Q765,Q911,Q912,Q913,L_Y_source,Q915,Q916,Q928,Q929,Q930,Q931,Q934,Q935,Q936,D_Y_source,Q938,Q939,Q951,Q952,Q953,Q954,Q957,Q958,Q959,B_BY_source,Q961,Q962,Q974,Q975,Q976,Q977,Q980,Q981,Q982,L_BY_source,Q984,Q985,Q997,Q998,Q999,Q1000,Q1003,Q1004,Q1005,D_BY_source,Q1007,Q1008,Q1020,Q1021,Q1022,Q1023,Q1031,Q1086,Q1074,Q1051,Q1052_1,Q1052_2,Q1052_3,Q1052_4,Q1087,Q1257,Q1090,Q1527,Q2,Q4,Q3,Q14,Q29,Q12,Q15_102,Q15_103,Q15_104,Q15_105,Q15_106,Q15_107,Q15_108,Q15_109,Q15_110,Q15_111,buyer,SDA
328,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,10,5,1,1,NA,20,0,80,weekly,weekly,daily,rarely_never,daily,daily,daily,daily,rarely_never,twice,twice,thrice_plus,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,belly,9,10,whole,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,3,16,16,11,11,25,NA,1,NA,3,1979,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
329,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,8,2,3,1,NA,0,0,100,daily,daily,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,thrice_plus,thrice_plus,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,loin,7,21,whole,fillet,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1964,1,Catholic,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
330,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,6,1,0,1,NA,50,0,50,bi_monthly,weekly,rarely_never,rarely_never,triweekly,triweekly,daily,daily,rarely_never,once,once,never,never,twice,twice,thrice_plus,thrice_plus,never,NA,NA,NA,NA,8,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,2,1,2,0,0,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,15,15,11,11,25,NA,1,NA,4,1936,1,Protestant,<HS,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
331,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,4,4,0,2,1,NA,NA,NA,bi_monthly,bi_monthly,bi_monthly,rarely_never,weekly,weekly,triweekly,daily,rarely_never,twice,twice,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,30,8,whole,whole,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1957,1,Modekngei,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
332,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,4,1,0,1,NA,80,20,0,rarely_never,rarely_never,weekly,rarely_never,bi_monthly,bi_monthly,bi_monthly,daily,rarely_never,once,once,twice,never,once,once,once,thrice_plus,never,NA,NA,belly,9,20,whole,don't_like,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,raw_tuna,reef,NA,can_mack,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,2,3,NA,NA,6,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,1,2,NA,2,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1957,1,Catholic,4-year degree,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
333,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,6,2,1,1,NA,0,36,64,weekly,weekly,bi_monthly,rarely_never,daily,daily,daily,daily,bi_monthly,twice,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,3,1,1,"2,3",2,NA,NA,NA,basa,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1949,1,Catholic,<HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
334,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,3,1,2,1,NA,0,40,60,bi_monthly,weekly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,once,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,1,1,3,1,1,3,1,NA,NA,NA,can_tuna,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1953,1,Catholic,some college,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
335,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,8,2,3,1,NA,0,60,40,bi_monthly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,once,twice,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,8,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1936,1,Protestant,some college,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
336,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Melaii,1,1,2,2,0,1,NA,70,30,0,rarely_never,rarely_never,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,never,never,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,loin,9,6,don't_like,don't_like,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1957,1,Catholic,some college,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
337,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,6,4,1,1,NA,50,50,0,daily,daily,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,thrice_plus,thrice_plus,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,whole,18,8,whole,don't_like,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,salmon,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,3,15,16,12,12,25,NA,1,NA,3,1959,1,SDA,some college,"$30,000-$49,999",NA,3,NA,NA,NA,NA,NA,1,2,NA,1,1
338,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,7,5,2,2,1,NA,NA,NA,bi_monthly,bi_monthly,rarely_never,rarely_never,rarely_never,rarely_never,rarely_never,daily,rarely_never,once,once,never,never,never,never,thrice_plus,thrice_plus,never,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,NA,1,3,1,2,0,0,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1956,1,Catholic,<HS,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
339,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,2,2,0,1,NA,50,0,50,weekly,bi_monthly,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,daily,rarely_never,once,once,once,once,once,once,thrice_plus,thrice_plus,once,piece,3,whole,18,6,belly,fillet,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1962,1,Modekngei,4-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
340,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,5,3,2,1,NA,0,40,60,weekly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,once,once,once,never,twice,twice,thrice_plus,thrice_plus,once,NA,NA,belly,9,6,belly,fillet,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1960,1,Catholic,some college,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
341,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,7,4,2,1,NA,100,0,0,weekly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,once,twice,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,8,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"1,3",2,NA,NA,NA,1,3,1,1,"2,3",2,NA,NA,NA,deep_snapper,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,1,NA,NA,NA,NA,NA,301,NA,1,1,1,NA,NA,NA,NA,NA,5,2,NA,4,15,15,11,11,25,NA,1,NA,3,1966,1,Catholic,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
342,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,6,4,1,1,NA,100,0,0,weekly,weekly,rarely_never,rarely_never,daily,daily,daily,daily,bi_monthly,once,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,once,NA,NA,NA,NA,1.5,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",2,NA,NA,NA,"1,2",1,NA,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,reef,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,2,15,15,11,11,24,NA,"1,9",NA,3,1968,1,Catholic,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
343,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,10,7,0,1,NA,60,0,40,bi_monthly,triweekly,weekly,rarely_never,weekly,weekly,daily,daily,rarely_never,once,once,never,never,once,once,thrice_plus,thrice_plus,never,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,2,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,15,15,11,11,25,NA,"1,9",NA,3,1950,1,Catholic,some college,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
344,Lourdes,1,1,1,1,1,1,60606,Koror,Koror,urban,Medalaii,1,1,6,2,2,1,NA,100,0,0,rarely_never,bi_monthly,rarely_never,rarely_never,weekly,daily,daily,daily,rarely_never,once,twice,never,never,twice,twice,twice,thrice_plus,never,NA,NA,NA,NA,6,belly,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,"2,3",2,1,"2,3",2,NA,NA,can_tuna,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,1,2,NA,2,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,4,16,16,11,11,22,NA,1,NA,3,1940,1,Protestant,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
345,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,5,5,0,1,NA,0,20,80,bi_monthly,bi_monthly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,twice,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,"2,3",2,1,3,1,NA,NA,reef,milkfish,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,6,NA,NA,NA,NA,305,NA,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,2,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1944,1,Catholic,<HS,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
346,Lourdes,1,1,1,1,1,1,60610,Koror,Koror,urban,Medalaii,1,1,7,3,2,2,1,NA,NA,NA,weekly,weekly,rarely_never,rarely_never,triweekly,triweekly,daily,daily,rarely_never,once,once,never,never,twice,twice,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,NA,1,"1,2",NA,NA,NA,1,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,6,NA,5,4,15,15,11,11,NA,NA,NA,NA,3,1956,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
347,Lourdes,1,1,1,1,1,1,60610,Koror,Koror,urban,Medalaii,1,1,5,1,0,2,1,NA,NA,NA,weekly,triweekly,bi_monthly,rarely_never,daily,daily,daily,daily,bi_monthly,once,twice,once,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,belly,4,6,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"1,2",NA,NA,NA,1,1,3,1,1,3,1,NA,NA,NA,milkfish,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1954,1,Modekngei,some college,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
348,Lourdes,1,1,1,1,1,1,60610,Koror,Koror,urban,Medalaii,1,1,4,2,1,1,NA,0,50,50,bi_monthly,bi_monthly,rarely_never,rarely_never,weekly,weekly,daily,daily,rarely_never,once,once,never,never,once,once,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1943,1,Catholic,4-year degree,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0
349,Lourdes,1,1,1,1,1,1,60610,Koror,Koror,urban,Medalaii,1,1,1,1,0,1,NA,NA,0,100,weekly,bi_monthly,rarely_never,rarely_never,bi_monthly,weekly,daily,triweekly,rarely_never,thrice_plus,once,never,never,twice,twice,thrice_plus,twice,never,NA,NA,NA,NA,8,whole,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1975,1,Protestant,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
350,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,4,2,0,1,NA,50,10,40,bi_monthly,bi_monthly,rarely_never,rarely_never,triweekly,triweekly,daily,daily,rarely_never,once,once,never,never,once,once,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,2",2,NA,NA,NA,"1,2",NA,NA,NA,1,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,12,NA,NA,NA,NA,NA,5,2,NA,3,15,15,11,11,25,NA,1,NA,3,1966,1,Protestant,<HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
351,Lourdes,1,1,1,1,1,1,60608,Koror,Koror,urban,Medalaii,1,1,2,2,0,1,NA,80,0,20,bi_monthly,bi_monthly,bi_monthly,rarely_never,daily,daily,daily,daily,rarely_never,once,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,6,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,"1,3",NA,NA,1,NA,1,3,1,1,3,1,NA,NA,NA,basa,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,5,2,NA,5,16,16,11,11,25,NA,"1,9",NA,3,1954,1,Catholic,<HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
352,Lourdes,1,1,1,1,1,1,60610,Koror,Koror,urban,Medalaii,1,1,5,4,1,2,1,NA,NA,NA,triweekly,triweekly,rarely_never,rarely_never,daily,daily,daily,daily,rarely_never,twice,once,never,never,thrice_plus,thrice_plus,thrice_plus,thrice_plus,never,NA,NA,NA,NA,NA,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,reef,reef,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,5,2,NA,6,16,16,11,12,25,NA,8,NA,3,1959,1,Catholic,2-year degree,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
